date,Bike,Trip Duration,Gender,year,month,day,age,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08,Male,Female,Unknown
2018-04-17,849,369.4464,0.1625,2018.0,4.0,17.0,38.0342,8.5,0.0,0.0,0.0,43.0,47.0,39.0,280.0,270.0,17.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,667,160.0,22.0
2018-04-18,926,393.4752,0.1609,2018.0,4.0,18.0,38.4762,6.49,0.0,0.0,0.0,46.0,55.0,37.0,250.0,250.0,18.1,27.1,0.0,0.0,0.0,0.0,0.0,0.0,727,174.0,25.0
2018-04-19,756,380.6839,0.1534,2018.0,4.0,19.0,38.2765,7.61,0.15,0.0,0.0,43.5,49.0,38.0,300.0,290.0,18.1,29.1,1.0,0.0,0.0,0.0,0.0,0.0,600,136.0,20.0
2018-04-20,808,414.3985,0.1757,2018.0,4.0,20.0,38.375,8.5,0.0,0.0,0.0,43.5,50.0,37.0,310.0,300.0,19.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,632,159.0,17.0
2018-04-21,691,625.3068,0.2287,2018.0,4.0,21.0,37.1476,5.82,0.0,0.0,0.0,51.0,63.0,39.0,280.0,280.0,15.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,489,180.0,22.0
2018-04-22,685,672.8715,0.2321,2018.0,4.0,22.0,36.4905,4.25,0.0,0.0,0.0,55.5,67.0,44.0,180.0,170.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,484,180.0,21.0
2018-04-23,1073,487.4063,0.1733,2018.0,4.0,23.0,38.1836,4.47,0.0,0.0,0.0,57.0,68.0,46.0,160.0,150.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,845,207.0,21.0
2018-04-24,1078,436.2004,0.1865,2018.0,4.0,24.0,38.5343,4.25,0.05,0.0,0.0,56.0,66.0,46.0,170.0,170.0,15.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,823,228.0,27.0
2018-04-25,628,472.8057,0.1688,2018.0,4.0,25.0,38.0207,3.8,0.95,0.0,0.0,56.0,60.0,52.0,150.0,150.0,12.1,19.9,1.0,0.0,0.0,0.0,0.0,0.0,500,117.0,11.0
2018-04-26,1059,985.2219,0.1898,2018.0,4.0,26.0,38.6742,4.92,0.1,0.0,0.0,62.5,70.0,55.0,290.0,280.0,15.0,21.9,1.0,0.0,0.0,0.0,0.0,0.0,808,226.0,25.0
2018-04-27,748,430.4786,0.1698,2018.0,4.0,27.0,38.393,2.46,0.05,0.0,0.0,55.0,59.0,51.0,90.0,110.0,10.1,17.0,1.0,0.0,0.0,0.0,0.0,1.0,575,150.0,23.0
2018-04-28,641,659.8877,0.2418,2018.0,4.0,28.0,37.4774,3.36,0.1,0.0,0.0,59.0,68.0,50.0,160.0,160.0,14.1,23.0,1.0,0.0,0.0,0.0,0.0,1.0,442,177.0,22.0
2018-04-29,610,489.282,0.2197,2018.0,4.0,29.0,37.2869,5.82,0.08,0.0,0.0,53.0,59.0,47.0,310.0,290.0,15.0,25.1,1.0,0.0,0.0,0.0,0.0,0.0,420,162.0,28.0
2018-04-30,783,410.8685,0.1533,2018.0,4.0,30.0,38.1162,5.14,0.0,0.0,0.0,47.5,51.0,44.0,310.0,320.0,16.1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,625,139.0,19.0
2018-05-01,1165,582.4034,0.176,2018.0,5.0,1.0,38.6524,4.25,0.0,0.0,0.0,64.0,80.0,48.0,320.0,330.0,14.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,908,231.0,26.0
2018-05-02,1200,485.2925,0.1658,2018.0,5.0,2.0,38.3758,5.37,0.0,0.0,0.0,77.5,90.0,65.0,250.0,260.0,16.1,31.1,0.0,0.0,0.0,0.0,0.0,0.0,943,228.0,29.0
2018-05-03,1181,458.7858,0.1973,2018.0,5.0,3.0,38.5368,5.37,0.02,0.0,0.0,81.0,92.0,70.0,250.0,250.0,15.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,890,262.0,29.0
2018-05-04,1186,474.6965,0.1922,2018.0,5.0,4.0,38.3718,3.58,0.0,0.0,0.0,78.0,84.0,72.0,280.0,250.0,18.1,30.0,0.0,0.0,0.0,0.0,0.0,1.0,910,252.0,24.0
2018-05-05,882,618.9887,0.212,2018.0,5.0,5.0,37.6247,4.92,0.0,0.0,0.0,68.5,76.0,61.0,310.0,290.0,14.1,25.9,0.0,0.0,0.0,0.0,0.0,0.0,655,207.0,20.0
2018-05-06,694,584.7349,0.1974,2018.0,5.0,6.0,37.8804,3.8,0.0,0.0,0.0,61.0,66.0,56.0,70.0,70.0,14.1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,499,166.0,29.0
2018-05-07,1289,464.865,0.18,2018.0,5.0,7.0,37.9961,2.01,0.0,0.0,0.0,65.5,77.0,54.0,160.0,180.0,10.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1003,259.0,27.0
2018-05-08,1322,477.4955,0.1815,2018.0,5.0,8.0,38.1324,1.79,0.0,0.0,0.0,63.5,74.0,53.0,170.0,160.0,8.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,1010,276.0,36.0
2018-05-09,1327,461.2939,0.1703,2018.0,5.0,9.0,38.2404,2.24,0.0,0.0,0.0,65.5,77.0,54.0,150.0,150.0,10.1,18.1,1.0,0.0,0.0,0.0,0.0,1.0,1027,263.0,37.0
2018-05-10,1192,943.4396,0.1846,2018.0,5.0,10.0,38.5042,2.68,0.25,0.0,0.0,60.0,66.0,54.0,180.0,180.0,8.9,17.0,1.0,0.0,0.0,0.0,0.0,0.0,916,248.0,28.0
2018-05-11,1285,482.7914,0.1829,2018.0,5.0,11.0,38.1035,3.58,0.0,0.0,0.0,66.5,73.0,60.0,310.0,310.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,974,273.0,38.0
2018-05-12,546,477.685,0.1685,2018.0,5.0,12.0,37.0037,3.58,0.22,0.0,0.0,57.0,63.0,51.0,350.0,340.0,12.1,17.0,1.0,0.0,0.0,0.0,0.0,0.0,410,114.0,22.0
2018-05-13,381,426.5381,0.1942,2018.0,5.0,13.0,36.9029,2.46,0.1,0.0,0.0,53.0,54.0,52.0,70.0,110.0,10.1,14.1,1.0,0.0,0.0,0.0,0.0,0.0,287,84.0,10.0
2018-05-14,1228,475.2207,0.1897,2018.0,5.0,14.0,37.702,1.34,0.03,0.0,0.0,61.5,71.0,52.0,150.0,150.0,8.9,13.0,1.0,0.0,0.0,0.0,0.0,1.0,933,264.0,31.0
2018-05-15,970,516.934,0.2144,2018.0,5.0,15.0,38.3227,2.68,0.58,0.0,0.0,74.5,88.0,61.0,300.0,290.0,15.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,730,224.0,16.0
2018-05-16,768,443.4036,0.1732,2018.0,5.0,16.0,37.4531,2.46,0.34,0.0,0.0,60.0,64.0,56.0,110.0,110.0,8.9,15.0,1.0,0.0,0.0,0.0,0.0,0.0,583,159.0,26.0
2018-05-17,906,445.8355,0.1634,2018.0,5.0,17.0,37.5872,1.12,0.22,0.0,0.0,63.5,71.0,56.0,250.0,250.0,8.1,10.1,1.0,0.0,0.0,0.0,0.0,1.0,702,176.0,28.0
2018-05-18,1158,465.633,0.1736,2018.0,5.0,18.0,38.1287,5.82,0.0,0.0,0.0,61.5,67.0,56.0,70.0,70.0,16.1,25.1,1.0,0.0,0.0,0.0,0.0,0.0,887,236.0,35.0
2018-05-19,348,527.569,0.1782,2018.0,5.0,19.0,35.7644,4.03,0.65,0.0,0.0,52.5,56.0,49.0,70.0,70.0,14.1,21.9,1.0,0.0,0.0,0.0,0.0,0.0,254,78.0,16.0
2018-05-20,834,606.048,0.2254,2018.0,5.0,20.0,36.5336,3.8,0.0,0.0,0.0,68.5,81.0,56.0,260.0,260.0,13.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,572,225.0,37.0
2018-05-21,1311,503.9657,0.1777,2018.0,5.0,21.0,38.1747,2.46,0.0,0.0,0.0,68.5,79.0,58.0,240.0,240.0,10.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1008,268.0,35.0
2018-05-22,1020,411.4059,0.1833,2018.0,5.0,22.0,37.8441,0.89,0.29,0.0,0.0,61.5,68.0,55.0,160.0,160.0,8.9,15.0,1.0,0.0,0.0,0.0,0.0,0.0,783,212.0,25.0
2018-05-23,1343,535.1415,0.1929,2018.0,5.0,23.0,38.2182,2.46,0.29,0.0,0.0,70.0,81.0,59.0,300.0,290.0,8.9,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1026,288.0,29.0
2018-05-24,1405,499.4399,0.2036,2018.0,5.0,24.0,37.6598,2.91,0.0,0.0,0.0,73.0,83.0,63.0,240.0,260.0,12.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1053,319.0,33.0
2018-05-25,1315,554.3513,0.1878,2018.0,5.0,25.0,38.0768,5.14,0.0,0.0,0.0,75.5,86.0,65.0,260.0,260.0,14.1,27.1,0.0,0.0,0.0,0.0,0.0,0.0,994,284.0,37.0
2018-05-26,736,721.9511,0.2024,2018.0,5.0,26.0,38.0367,2.01,0.0,0.0,0.0,80.5,89.0,72.0,250.0,240.0,14.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,533,176.0,27.0
2018-05-27,399,468.4812,0.1554,2018.0,5.0,27.0,37.9073,8.28,0.44,0.0,0.0,68.0,80.0,56.0,70.0,70.0,16.1,27.1,1.0,0.0,0.0,0.0,0.0,0.0,311,75.0,13.0
2018-05-28,682,904.4179,0.2023,2018.0,5.0,28.0,37.3372,1.79,0.0,0.0,0.0,62.5,69.0,56.0,70.0,70.0,8.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,516,152.0,14.0
2018-05-29,1350,494.2319,0.1726,2018.0,5.0,29.0,38.117,1.12,0.0,0.0,0.0,76.0,89.0,63.0,250.0,250.0,8.1,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1059,262.0,29.0
2018-05-30,1383,475.2148,0.1779,2018.0,5.0,30.0,37.7433,2.24,0.0,0.0,0.0,69.5,78.0,61.0,140.0,180.0,8.9,16.1,1.0,0.0,0.0,0.0,0.0,1.0,1077,276.0,30.0
2018-05-31,1192,411.3037,0.1829,2018.0,5.0,31.0,38.271,2.01,0.1,0.0,0.0,65.5,68.0,63.0,160.0,160.0,8.1,13.0,1.0,0.0,0.0,0.0,0.0,1.0,930,240.0,22.0
2018-06-01,1167,621.8595,0.1722,2018.0,6.0,1.0,37.4619,0.89,0.27,0.0,0.0,73.0,81.0,65.0,310.0,290.0,6.9,15.0,1.0,0.0,0.0,0.0,0.0,1.0,904,232.0,31.0
2018-06-02,949,722.0927,0.1981,2018.0,6.0,2.0,37.5785,3.8,0.08,0.0,0.0,76.5,87.0,66.0,30.0,40.0,14.1,23.0,1.0,0.0,0.0,0.0,0.0,1.0,695,221.0,33.0
2018-06-03,826,1068.7603,0.2167,2018.0,6.0,3.0,36.3511,5.82,0.25,0.0,0.0,58.5,66.0,51.0,110.0,130.0,14.1,23.0,1.0,0.0,0.0,0.0,0.0,0.0,597,204.0,25.0
2018-06-04,1176,487.5315,0.1939,2018.0,6.0,4.0,37.4141,3.8,0.16,0.0,0.0,61.0,71.0,51.0,60.0,60.0,12.1,18.1,1.0,0.0,0.0,0.0,0.0,0.0,894,255.0,27.0
2018-06-05,1496,508.9325,0.1939,2018.0,6.0,5.0,37.6945,3.8,0.0,0.0,0.0,66.5,75.0,58.0,280.0,270.0,15.0,25.1,1.0,0.0,0.0,0.0,0.0,0.0,1142,322.0,32.0
2018-06-06,1500,592.9453,0.2,2018.0,6.0,6.0,38.0813,2.68,0.0,0.0,0.0,64.5,71.0,58.0,20.0,170.0,8.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1116,342.0,42.0
2018-06-07,1512,482.502,0.1918,2018.0,6.0,7.0,38.2216,2.46,0.0,0.0,0.0,65.5,71.0,60.0,170.0,160.0,8.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1150,326.0,36.0
2018-06-08,1402,508.1427,0.1961,2018.0,6.0,8.0,37.903,2.91,0.0,0.0,0.0,71.0,82.0,60.0,250.0,250.0,8.9,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1043,317.0,42.0
2018-06-09,984,780.3465,0.2104,2018.0,6.0,9.0,36.7988,1.79,0.0,0.0,0.0,75.0,83.0,67.0,40.0,30.0,8.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,705,243.0,36.0
2018-06-10,638,529.221,0.1912,2018.0,6.0,10.0,36.6144,1.12,0.01,0.0,0.0,65.5,73.0,58.0,80.0,100.0,8.9,16.1,0.0,0.0,0.0,0.0,0.0,0.0,448,156.0,34.0
2018-06-11,1485,426.0653,0.1886,2018.0,6.0,11.0,37.8384,3.13,0.0,0.0,0.0,65.5,73.0,58.0,150.0,170.0,8.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1127,319.0,39.0
2018-06-12,1526,442.5197,0.2045,2018.0,6.0,12.0,37.8316,3.36,0.0,0.0,0.0,66.0,75.0,57.0,190.0,160.0,10.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1156,341.0,29.0
2018-06-13,1417,535.0049,0.1976,2018.0,6.0,13.0,37.4185,3.58,0.04,0.0,0.0,70.5,78.0,63.0,260.0,260.0,12.1,18.1,1.0,0.0,0.0,0.0,0.0,1.0,1039,329.0,49.0
2018-06-14,1528,469.2618,0.2048,2018.0,6.0,14.0,37.8874,6.93,0.0,0.0,0.0,75.5,84.0,67.0,300.0,290.0,15.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,1141,350.0,37.0
2018-06-15,1392,531.7694,0.2126,2018.0,6.0,15.0,37.4504,3.13,0.0,0.0,0.0,69.5,76.0,63.0,300.0,290.0,13.0,19.9,0.0,0.0,0.0,0.0,0.0,1.0,1034,327.0,31.0
2018-06-16,939,1176.3397,0.23,2018.0,6.0,16.0,37.4601,2.24,0.0,0.0,0.0,74.5,85.0,64.0,290.0,280.0,8.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,667,244.0,28.0
2018-06-17,801,628.5243,0.196,2018.0,6.0,17.0,36.5705,1.79,0.0,0.0,0.0,78.5,91.0,66.0,240.0,250.0,8.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,578,190.0,33.0
2018-06-18,1309,493.016,0.2116,2018.0,6.0,18.0,37.2024,5.59,0.08,0.0,0.0,82.0,91.0,73.0,240.0,260.0,14.1,23.9,1.0,0.0,1.0,0.0,0.0,0.0,974,306.0,29.0
2018-06-19,1485,928.6822,0.1953,2018.0,6.0,19.0,37.6552,3.8,0.07,0.0,0.0,81.5,88.0,75.0,40.0,240.0,12.1,19.9,1.0,0.0,0.0,0.0,0.0,0.0,1135,320.0,30.0
2018-06-20,1450,579.6497,0.1979,2018.0,6.0,20.0,37.669,1.57,0.09,0.0,0.0,76.0,83.0,69.0,170.0,160.0,8.1,14.1,1.0,0.0,0.0,0.0,0.0,1.0,1111,313.0,26.0
2018-06-21,1446,481.7455,0.1929,2018.0,6.0,21.0,36.8866,2.01,0.59,0.0,0.0,74.0,83.0,65.0,10.0,20.0,8.1,14.1,1.0,0.0,0.0,0.0,0.0,0.0,1101,312.0,33.0
2018-06-22,1466,550.1678,0.1828,2018.0,6.0,22.0,37.3349,4.7,0.1,0.0,0.0,68.5,75.0,62.0,140.0,70.0,10.1,16.1,1.0,0.0,0.0,0.0,0.0,0.0,1106,314.0,46.0
2018-06-23,870,567.8874,0.2103,2018.0,6.0,23.0,37.2402,4.92,0.0,0.0,0.0,64.0,66.0,62.0,60.0,70.0,13.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,627,213.0,30.0
2018-06-24,857,625.0432,0.2089,2018.0,6.0,24.0,36.5426,2.24,0.0,0.0,0.0,75.0,84.0,66.0,270.0,230.0,8.9,21.0,1.0,0.0,1.0,0.0,0.0,1.0,608,214.0,35.0
2018-06-25,1555,489.8367,0.2019,2018.0,6.0,25.0,37.6444,4.92,0.0,0.0,0.0,74.0,81.0,67.0,350.0,340.0,15.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,1155,357.0,43.0
2018-06-26,1692,452.7866,0.1968,2018.0,6.0,26.0,37.7719,3.8,0.0,0.0,0.0,69.5,78.0,61.0,160.0,170.0,8.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1273,376.0,43.0
2018-06-27,1433,454.2163,0.1898,2018.0,6.0,27.0,37.6909,3.58,0.01,0.0,0.0,69.5,73.0,66.0,180.0,180.0,10.1,21.0,1.0,0.0,0.0,0.0,0.0,0.0,1057,324.0,52.0
2018-06-28,1102,527.5045,0.177,2018.0,6.0,28.0,37.3557,2.91,1.36,0.0,0.0,76.5,83.0,70.0,360.0,340.0,13.0,19.9,1.0,1.0,1.0,0.0,0.0,0.0,835,231.0,36.0
2018-06-29,1463,642.3671,0.1962,2018.0,6.0,29.0,37.1811,2.68,0.0,0.0,0.0,79.5,89.0,70.0,280.0,300.0,10.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1098,326.0,39.0
2018-06-30,884,653.3586,0.2557,2018.0,6.0,30.0,36.7941,2.24,0.0,0.0,0.0,82.5,93.0,72.0,220.0,240.0,8.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,610,250.0,24.0
2018-07-01,718,747.0209,0.2618,2018.0,7.0,1.0,36.8872,2.91,0.0,0.0,0.0,87.5,96.0,79.0,220.0,230.0,8.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,502,202.0,14.0
2018-07-02,1351,490.0355,0.2191,2018.0,7.0,2.0,36.9297,2.01,0.0,0.0,0.0,87.0,95.0,79.0,160.0,150.0,10.1,19.9,0.0,0.0,0.0,0.0,0.0,1.0,1001,323.0,27.0
2018-07-03,1159,452.6592,0.2217,2018.0,7.0,3.0,37.4211,1.12,0.01,0.0,0.0,84.5,92.0,77.0,350.0,290.0,8.9,13.0,1.0,0.0,1.0,0.0,0.0,1.0,846,285.0,28.0
2018-07-04,874,769.8249,0.254,2018.0,7.0,4.0,37.9977,1.12,0.0,0.0,0.0,81.5,86.0,77.0,170.0,180.0,6.9,12.1,1.0,0.0,0.0,0.0,0.0,1.0,602,247.0,25.0
2018-07-05,1265,491.9352,0.1929,2018.0,7.0,5.0,37.3431,2.91,0.0,0.0,0.0,83.0,90.0,76.0,150.0,180.0,10.1,18.1,1.0,0.0,0.0,0.0,0.0,0.0,945,282.0,38.0
2018-07-06,1114,478.7118,0.1885,2018.0,7.0,6.0,36.9228,4.03,0.23,0.0,0.0,74.5,80.0,69.0,10.0,10.0,16.1,23.0,1.0,0.0,1.0,0.0,0.0,0.0,848,238.0,28.0
2018-07-07,873,602.2692,0.2131,2018.0,7.0,7.0,36.748,5.37,0.0,0.0,0.0,70.0,78.0,62.0,80.0,80.0,15.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,609,225.0,39.0
2018-07-08,922,709.3742,0.2408,2018.0,7.0,8.0,36.3905,2.01,0.0,0.0,0.0,73.0,84.0,62.0,160.0,150.0,8.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,634,255.0,33.0
2018-07-09,1594,594.6079,0.1951,2018.0,7.0,9.0,37.7265,2.68,0.0,0.0,0.0,77.0,87.0,67.0,160.0,180.0,8.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,1199,353.0,42.0
2018-07-10,1609,487.2244,0.202,2018.0,7.0,10.0,37.3219,3.8,0.0,0.0,0.0,82.5,93.0,72.0,290.0,290.0,10.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1204,365.0,40.0
2018-07-11,1536,451.8099,0.2044,2018.0,7.0,11.0,37.3151,2.68,0.0,0.0,0.0,81.0,88.0,74.0,360.0,30.0,12.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1130,360.0,46.0
2018-07-12,1566,462.0172,0.1884,2018.0,7.0,12.0,37.4202,1.34,0.71,0.0,0.0,74.0,84.0,64.0,110.0,340.0,8.9,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1195,333.0,38.0
2018-07-13,1527,493.9234,0.2037,2018.0,7.0,13.0,37.3595,2.01,0.0,0.0,0.0,76.0,84.0,68.0,260.0,160.0,8.9,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1132,353.0,42.0
2018-07-14,952,687.3319,0.2668,2018.0,7.0,14.0,36.188,3.58,0.36,0.0,0.0,79.0,88.0,70.0,240.0,310.0,13.0,21.9,1.0,0.0,1.0,0.0,0.0,0.0,646,280.0,26.0
2018-07-15,881,595.6243,0.2701,2018.0,7.0,15.0,36.6459,3.36,0.64,0.0,0.0,76.0,83.0,69.0,260.0,250.0,10.1,18.1,1.0,0.0,1.0,0.0,0.0,0.0,601,259.0,21.0
2018-07-16,1543,467.07,0.1776,2018.0,7.0,16.0,37.0078,2.24,0.0,0.0,0.0,82.5,90.0,75.0,160.0,170.0,8.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1187,315.0,41.0
2018-07-17,1186,439.4199,0.188,2018.0,7.0,17.0,36.8971,2.68,2.24,0.0,0.0,79.0,88.0,70.0,300.0,300.0,16.1,27.1,1.0,0.0,1.0,0.0,0.0,1.0,915,247.0,24.0
2018-07-18,1612,458.1321,0.1743,2018.0,7.0,18.0,37.0298,3.36,0.0,0.0,0.0,75.5,85.0,66.0,50.0,30.0,12.1,21.9,1.0,0.0,0.0,0.0,0.0,0.0,1239,327.0,46.0
2018-07-19,1589,458.5437,0.1762,2018.0,7.0,19.0,36.837,2.24,0.0,0.0,0.0,74.5,83.0,66.0,70.0,70.0,8.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,1213,328.0,48.0
2018-07-20,1521,560.0224,0.1887,2018.0,7.0,20.0,37.3557,2.01,0.0,0.0,0.0,75.5,82.0,69.0,160.0,160.0,8.1,16.1,0.0,0.0,0.0,0.0,0.0,0.0,1154,327.0,40.0
2018-07-21,939,1064.9627,0.213,2018.0,7.0,21.0,37.0043,5.82,0.63,0.0,0.0,72.0,79.0,65.0,60.0,100.0,15.0,21.9,1.0,0.0,0.0,0.0,0.0,0.0,671,234.0,34.0
2018-07-22,727,922.978,0.1981,2018.0,7.0,22.0,36.7098,3.36,1.06,0.0,0.0,74.5,79.0,70.0,140.0,130.0,14.1,30.0,1.0,1.0,0.0,0.0,0.0,0.0,507,182.0,38.0
2018-07-23,1155,469.0364,0.1913,2018.0,7.0,23.0,36.9645,4.47,0.17,0.0,0.0,76.5,80.0,73.0,170.0,170.0,12.1,25.9,1.0,0.0,0.0,0.0,0.0,0.0,864,256.0,35.0
2018-07-24,1573,475.3134,0.1786,2018.0,7.0,24.0,37.6071,5.14,0.02,0.0,0.0,78.5,82.0,75.0,170.0,170.0,14.1,25.9,1.0,0.0,0.0,0.0,0.0,0.0,1212,321.0,40.0
2018-07-25,923,452.4312,0.195,2018.0,7.0,25.0,36.9913,3.8,0.73,0.0,0.0,74.5,77.0,72.0,240.0,240.0,13.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,697,203.0,23.0
2018-07-26,1537,530.0189,0.1809,2018.0,7.0,26.0,37.2381,3.36,0.03,0.0,0.0,78.5,85.0,72.0,250.0,250.0,8.1,12.1,1.0,0.0,0.0,0.0,0.0,0.0,1177,319.0,41.0
2018-07-27,1034,455.5164,0.2099,2018.0,7.0,27.0,37.3569,2.46,0.25,0.0,0.0,77.0,86.0,68.0,310.0,320.0,12.1,21.0,1.0,0.0,1.0,0.0,0.0,0.0,767,242.0,25.0
2018-07-28,971,603.5417,0.2245,2018.0,7.0,28.0,36.2358,1.12,0.0,0.0,0.0,77.5,85.0,70.0,270.0,250.0,8.1,12.1,1.0,0.0,0.0,0.0,0.0,1.0,699,245.0,27.0
2018-07-29,969,662.8555,0.2663,2018.0,7.0,29.0,36.7245,2.01,0.0,0.0,0.0,76.0,82.0,70.0,280.0,290.0,8.9,13.0,0.0,0.0,0.0,0.0,0.0,0.0,663,282.0,24.0
2018-07-30,1571,455.1731,0.1916,2018.0,7.0,30.0,36.9548,1.34,0.37,0.0,0.0,73.0,78.0,68.0,100.0,160.0,6.9,12.1,1.0,0.0,0.0,0.0,0.0,1.0,1194,339.0,38.0
2018-07-31,1683,453.3827,0.1895,2018.0,7.0,31.0,37.186,1.57,0.0,0.0,0.0,75.0,82.0,68.0,160.0,150.0,8.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1270,366.0,47.0
2018-08-01,1446,457.1328,0.2026,2018.0,8.0,1.0,36.4419,2.46,0.1,0.0,0.0,79.0,84.0,74.0,290.0,300.0,13.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1071,334.0,41.0
2018-08-02,1531,461.3645,0.2071,2018.0,8.0,2.0,36.725,2.68,0.51,0.0,0.0,81.0,86.0,76.0,230.0,240.0,10.1,19.9,1.0,0.0,1.0,0.0,0.0,0.0,1152,348.0,31.0
2018-08-03,1410,516.1752,0.1965,2018.0,8.0,3.0,36.7532,2.24,0.24,0.0,0.0,79.0,85.0,73.0,260.0,160.0,8.9,21.0,1.0,0.0,1.0,0.0,0.0,1.0,1053,317.0,40.0
2018-08-04,814,718.9017,0.2629,2018.0,8.0,4.0,35.7985,2.68,0.74,0.0,0.0,78.0,84.0,72.0,280.0,250.0,8.9,13.0,1.0,0.0,0.0,0.0,0.0,0.0,562,233.0,19.0
2018-08-05,909,568.1529,0.2486,2018.0,8.0,5.0,36.8625,1.12,0.0,0.0,0.0,82.0,91.0,73.0,240.0,270.0,6.9,12.1,0.0,0.0,0.0,0.0,0.0,0.0,621,257.0,31.0
2018-08-06,1598,437.704,0.1984,2018.0,8.0,6.0,37.1264,2.01,0.0,0.0,0.0,84.5,92.0,77.0,260.0,280.0,10.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1195,360.0,43.0
2018-08-07,1532,449.5281,0.2095,2018.0,8.0,7.0,36.8446,3.8,0.05,0.0,0.0,82.0,90.0,74.0,300.0,310.0,10.1,21.9,1.0,0.0,1.0,0.0,0.0,1.0,1133,360.0,39.0
2018-08-08,1613,1754.3528,0.1934,2018.0,8.0,8.0,36.7285,1.57,0.0,0.0,0.0,83.0,90.0,76.0,250.0,160.0,8.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,1201,362.0,50.0
2018-08-09,1599,430.6823,0.2001,2018.0,8.0,9.0,37.1832,2.91,0.61,0.0,0.0,79.5,86.0,73.0,290.0,280.0,12.1,21.0,1.0,0.0,1.0,0.0,0.0,1.0,1193,363.0,43.0
2018-08-10,1469,468.2199,0.2185,2018.0,8.0,10.0,36.8584,1.34,0.0,0.0,0.0,79.0,86.0,72.0,250.0,280.0,8.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1078,356.0,35.0
2018-08-11,660,594.9485,0.247,2018.0,8.0,11.0,36.3076,2.01,2.9,0.0,0.0,75.0,80.0,70.0,240.0,270.0,10.1,19.0,1.0,1.0,1.0,0.0,0.0,0.0,459,182.0,19.0
2018-08-12,966,665.177,0.2391,2018.0,8.0,12.0,36.7536,2.91,0.0,0.0,0.0,78.0,84.0,72.0,70.0,70.0,10.1,17.0,1.0,0.0,1.0,0.0,0.0,0.0,663,267.0,36.0
2018-08-13,1168,447.256,0.1978,2018.0,8.0,13.0,36.5865,3.36,0.66,0.0,0.0,73.0,75.0,71.0,60.0,80.0,12.1,19.9,1.0,0.0,0.0,0.0,0.0,0.0,869,265.0,34.0
2018-08-14,1470,438.5878,0.1823,2018.0,8.0,14.0,36.851,2.91,0.79,0.0,0.0,76.5,82.0,71.0,290.0,300.0,17.0,25.1,1.0,0.0,1.0,0.0,0.0,1.0,1100,319.0,51.0
