date,Bike,Trip Duration,Gender,year,month,day,age,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08,Male,Female,Unknown
2017-12-17,314,421.0478,0.1242,2017.0,12.0,17.0,69.3185,2.91,0.0,0.0,1.2,35.0,38.0,32.0,350.0,10.0,8.9,12.1,0.0,0.0,0.0,0.0,0.0,0.0,255,49.0,10.0
2017-12-18,708,396.3305,0.1836,2017.0,12.0,18.0,75.0367,4.92,0.02,0.0,0.0,40.5,47.0,34.0,250.0,250.0,13.0,19.9,1.0,0.0,0.0,0.0,0.0,1.0,544,147.0,17.0
2017-12-19,803,382.1196,0.1582,2017.0,12.0,19.0,56.4608,7.61,0.0,0.0,0.0,50.0,55.0,45.0,250.0,260.0,16.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,658,136.0,9.0
2017-12-20,687,369.8894,0.1703,2017.0,12.0,20.0,68.067,7.38,0.0,0.0,0.0,42.5,51.0,34.0,310.0,330.0,16.1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,538,133.0,16.0
2017-12-21,695,426.0835,0.1554,2017.0,12.0,21.0,78.8273,4.03,0.0,0.0,0.0,35.5,39.0,32.0,320.0,290.0,10.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,551,126.0,18.0
2017-12-22,593,493.5734,0.1855,2017.0,12.0,22.0,78.2648,4.03,0.0,0.0,0.0,42.5,50.0,35.0,150.0,180.0,10.1,15.0,1.0,0.0,0.0,0.0,0.0,0.0,453,125.0,15.0
2017-12-23,204,442.5196,0.1618,2017.0,12.0,23.0,57.8971,4.92,0.49,0.0,0.0,43.0,48.0,38.0,300.0,310.0,13.0,19.9,1.0,0.0,0.0,0.0,0.0,0.0,161,38.0,5.0
2017-12-24,253,492.7945,0.1502,2017.0,12.0,24.0,86.5455,7.83,0.01,0.0,0.0,38.5,41.0,36.0,70.0,310.0,15.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,199,46.0,8.0
2017-12-25,102,443.598,0.1275,2017.0,12.0,25.0,40.0196,10.96,0.23,0.0,0.0,33.0,38.0,28.0,290.0,280.0,23.9,38.9,1.0,0.0,0.0,0.0,0.0,0.0,89,13.0,0.0
2017-12-26,320,358.6875,0.1312,2017.0,12.0,26.0,57.3344,8.72,0.0,0.0,0.0,25.5,28.0,23.0,280.0,260.0,18.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,268,47.0,5.0
2017-12-27,372,406.6962,0.1694,2017.0,12.0,27.0,76.2043,6.26,0.0,0.0,0.0,20.5,24.0,17.0,280.0,310.0,14.1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,287,74.0,11.0
2017-12-28,286,444.965,0.1643,2017.0,12.0,28.0,44.986,8.05,0.0,0.0,0.0,14.5,18.0,11.0,310.0,300.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,233,50.0,3.0
2017-12-29,270,610.4111,0.1741,2017.0,12.0,29.0,60.8148,6.71,0.0,0.0,0.0,16.5,22.0,11.0,290.0,280.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,217,50.0,3.0
2017-12-30,123,449.2195,0.1463,2017.0,12.0,30.0,55.8211,5.37,0.05,0.7,0.0,20.0,23.0,17.0,290.0,250.0,14.1,23.0,1.0,0.0,0.0,0.0,0.0,1.0,103,19.0,1.0
2017-12-31,137,404.292,0.219,2017.0,12.0,31.0,38.7956,9.17,0.0,0.0,0.0,15.0,21.0,9.0,300.0,300.0,17.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,107,30.0,0.0
2018-01-01,101,363.2871,0.1683,2018.0,1.0,1.0,39.0,7.83,0.0,0.0,0.0,13.0,19.0,7.0,300.0,300.0,15.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,84,17.0,0.0
2018-01-02,392,501.4923,0.1582,2018.0,1.0,2.0,39.5816,8.05,0.0,0.0,0.0,19.5,26.0,13.0,260.0,250.0,16.1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,320,67.0,5.0
2018-01-03,466,381.412,0.1588,2018.0,1.0,3.0,39.1009,3.13,0.0,0.0,0.0,23.0,30.0,16.0,260.0,270.0,14.1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,372,84.0,10.0
2018-01-04,52,500.1154,0.0769,2018.0,1.0,4.0,39.5,12.53,0.76,9.8,1.2,24.0,29.0,19.0,310.0,310.0,23.9,42.9,1.0,1.0,0.0,0.0,0.0,1.0,48,4.0,0.0
2018-01-05,121,1887.6529,0.124,2018.0,1.0,5.0,37.562,12.97,0.0,0.0,7.1,14.0,19.0,9.0,280.0,280.0,21.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,102,17.0,2.0
2018-01-06,75,463.96,0.1333,2018.0,1.0,6.0,38.3333,10.96,0.0,0.0,5.9,9.5,13.0,6.0,310.0,310.0,19.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,63,11.0,1.0
2018-01-07,89,464.2472,0.2247,2018.0,1.0,7.0,35.764,6.49,0.0,0.0,5.9,11.5,18.0,5.0,250.0,250.0,16.1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,69,20.0,0.0
2018-01-08,323,442.2415,0.1548,2018.0,1.0,8.0,38.4644,5.82,0.01,0.0,5.1,24.0,31.0,17.0,250.0,240.0,15.0,27.1,0.0,0.0,0.0,0.0,0.0,1.0,257,58.0,8.0
2018-01-09,413,447.5351,0.155,2018.0,1.0,9.0,40.3341,6.71,0.0,0.0,5.1,37.0,44.0,30.0,310.0,330.0,15.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,333,72.0,8.0
2018-01-10,509,407.6935,0.1434,2018.0,1.0,10.0,39.1631,4.25,0.0,0.0,3.9,36.5,43.0,30.0,150.0,180.0,10.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,412,85.0,12.0
2018-01-11,581,422.4406,0.1652,2018.0,1.0,11.0,40.2702,3.13,0.0,0.0,3.1,47.0,53.0,41.0,160.0,170.0,12.1,19.0,1.0,0.0,0.0,0.0,0.0,1.0,463,107.0,11.0
2018-01-12,373,490.4933,0.1716,2018.0,1.0,12.0,39.0268,6.93,0.54,0.0,0.0,52.5,61.0,44.0,170.0,170.0,14.1,25.1,1.0,0.0,0.0,0.0,0.0,0.0,293,72.0,8.0
2018-01-13,292,376.2466,0.2432,2018.0,1.0,13.0,38.113,9.62,0.05,0.0,0.0,38.5,58.0,19.0,310.0,280.0,18.1,30.0,1.0,0.0,0.0,0.0,0.0,0.0,207,78.0,7.0
2018-01-14,186,435.6075,0.1613,2018.0,1.0,14.0,37.9946,8.05,0.0,0.0,0.0,20.0,25.0,15.0,20.0,330.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,136,40.0,10.0
2018-01-15,297,3905.9327,0.1818,2018.0,1.0,15.0,37.7643,8.05,0.0,0.0,0.0,23.0,30.0,16.0,50.0,50.0,16.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,233,59.0,5.0
2018-01-16,523,390.6807,0.1855,2018.0,1.0,16.0,39.5564,4.03,0.0,0.0,0.0,30.5,36.0,25.0,50.0,90.0,8.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,408,106.0,9.0
2018-01-17,397,402.7657,0.1763,2018.0,1.0,17.0,38.5668,6.04,0.19,0.4,0.0,29.0,36.0,22.0,310.0,300.0,13.0,19.9,1.0,0.0,0.0,0.0,0.0,1.0,305,81.0,11.0
2018-01-18,468,401.7073,0.1645,2018.0,1.0,18.0,39.4145,7.83,0.0,0.0,0.0,25.0,32.0,18.0,310.0,320.0,14.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,369,88.0,11.0
2018-01-19,538,595.5539,0.1822,2018.0,1.0,19.0,39.4665,5.37,0.0,0.0,0.0,32.5,41.0,24.0,250.0,260.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,420,108.0,10.0
2018-01-20,465,484.7785,0.1957,2018.0,1.0,20.0,39.7011,8.5,0.0,0.0,0.0,45.0,52.0,38.0,290.0,250.0,19.9,29.1,0.0,0.0,0.0,0.0,0.0,0.0,346,105.0,14.0
2018-01-21,402,496.2687,0.2164,2018.0,1.0,21.0,38.5249,2.91,0.0,0.0,0.0,46.0,50.0,42.0,280.0,270.0,8.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,293,98.0,11.0
2018-01-22,664,403.2711,0.2018,2018.0,1.0,22.0,38.8012,5.37,0.01,0.0,0.0,43.5,49.0,38.0,60.0,50.0,14.1,18.1,1.0,0.0,0.0,0.0,0.0,1.0,510,144.0,10.0
2018-01-23,523,429.5124,0.174,2018.0,1.0,23.0,38.3576,6.26,0.3,0.0,0.0,49.0,60.0,38.0,280.0,290.0,21.9,38.0,1.0,0.0,0.0,0.0,0.0,0.0,416,99.0,8.0
2018-01-24,611,382.2651,0.1473,2018.0,1.0,24.0,38.0213,9.4,0.0,0.0,0.0,35.5,44.0,27.0,290.0,280.0,16.1,25.9,0.0,0.0,0.0,0.0,0.0,0.0,497,102.0,12.0
2018-01-25,582,377.2698,0.1701,2018.0,1.0,25.0,39.8557,6.71,0.0,0.0,0.0,28.5,34.0,23.0,310.0,320.0,15.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,451,115.0,16.0
2018-01-26,582,376.1838,0.1718,2018.0,1.0,26.0,38.8402,3.8,0.0,0.0,0.0,32.0,38.0,26.0,170.0,180.0,13.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,460,111.0,11.0
2018-01-27,484,438.3326,0.2231,2018.0,1.0,27.0,37.8492,6.49,0.0,0.0,0.0,45.5,56.0,35.0,250.0,240.0,15.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,342,125.0,17.0
2018-01-28,286,402.6853,0.1993,2018.0,1.0,28.0,37.6434,3.8,0.21,0.0,0.0,50.5,55.0,46.0,250.0,250.0,13.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,225,59.0,2.0
2018-01-29,693,388.1616,0.1631,2018.0,1.0,29.0,38.5267,9.17,0.0,0.1,0.0,41.0,47.0,35.0,60.0,50.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,544,131.0,18.0
2018-01-30,481,365.9584,0.1622,2018.0,1.0,30.0,38.8981,7.61,0.11,0.9,0.0,30.0,36.0,24.0,310.0,300.0,17.0,31.1,1.0,0.0,0.0,0.0,0.0,1.0,371,94.0,16.0
2018-01-31,523,392.5067,0.1243,2018.0,1.0,31.0,39.434,6.71,0.0,0.0,0.0,25.5,33.0,18.0,250.0,240.0,15.0,27.1,0.0,0.0,0.0,0.0,0.0,1.0,422,83.0,18.0
2018-02-01,610,496.3393,0.1492,2018.0,2.0,1.0,39.3984,3.8,0.05,0.0,0.0,38.5,45.0,32.0,250.0,250.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,483,109.0,18.0
2018-02-02,492,358.8984,0.1524,2018.0,2.0,2.0,39.1301,9.17,0.18,0.0,0.0,29.0,41.0,17.0,290.0,280.0,19.9,33.1,1.0,0.0,0.0,0.0,0.0,0.0,387,90.0,15.0
2018-02-03,299,395.3545,0.2007,2018.0,2.0,3.0,37.592,7.61,0.0,0.0,0.0,23.5,31.0,16.0,230.0,270.0,16.1,28.0,0.0,0.0,0.0,0.0,0.0,0.0,225,67.0,7.0
2018-02-04,267,471.6966,0.1236,2018.0,2.0,4.0,38.8352,4.03,0.96,0.0,0.0,38.0,46.0,30.0,230.0,240.0,14.1,23.0,1.0,0.0,0.0,0.0,0.0,1.0,212,44.0,11.0
2018-02-05,555,391.6396,0.1604,2018.0,2.0,5.0,39.2937,7.61,0.0,0.0,0.0,33.0,40.0,26.0,310.0,280.0,17.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,434,105.0,16.0
2018-02-06,637,388.9011,0.1743,2018.0,2.0,6.0,39.0471,4.03,0.0,0.0,0.0,31.5,37.0,26.0,260.0,260.0,14.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,496,126.0,15.0
2018-02-07,314,335.3344,0.1369,2018.0,2.0,7.0,38.449,6.71,0.85,0.5,0.0,37.5,45.0,30.0,310.0,310.0,17.0,28.0,1.0,1.0,0.0,0.0,1.0,1.0,259,49.0,6.0
2018-02-08,587,359.4123,0.1431,2018.0,2.0,8.0,38.9966,6.71,0.0,0.0,0.0,29.0,33.0,25.0,310.0,310.0,18.1,27.1,0.0,0.0,0.0,0.0,0.0,0.0,473,99.0,15.0
2018-02-09,578,361.8201,0.1678,2018.0,2.0,9.0,38.8028,4.92,0.0,0.0,0.0,32.5,39.0,26.0,160.0,300.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,445,115.0,18.0
2018-02-10,255,400.8078,0.1529,2018.0,2.0,10.0,38.4392,2.24,0.58,0.0,0.0,44.5,50.0,39.0,180.0,200.0,8.1,14.1,1.0,0.0,0.0,0.0,0.0,0.0,202,46.0,7.0
2018-02-11,148,401.9527,0.1351,2018.0,2.0,11.0,36.2635,3.13,1.21,0.0,0.0,53.5,62.0,45.0,180.0,160.0,10.1,17.0,1.0,0.0,0.0,0.0,0.0,0.0,118,25.0,5.0
2018-02-12,689,387.8578,0.1509,2018.0,2.0,12.0,39.0914,7.16,0.0,0.0,0.0,47.0,62.0,32.0,360.0,300.0,15.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,561,116.0,12.0
2018-02-13,634,376.0315,0.1609,2018.0,2.0,13.0,39.1073,5.59,0.0,0.0,0.0,32.0,38.0,26.0,360.0,10.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,506,115.0,13.0
2018-02-14,699,386.7554,0.1674,2018.0,2.0,14.0,39.897,5.37,0.08,0.0,0.0,44.0,53.0,35.0,250.0,240.0,14.1,19.9,0.0,0.0,0.0,0.0,0.0,0.0,562,127.0,10.0
2018-02-15,697,398.2353,0.1593,2018.0,2.0,15.0,39.4146,5.14,0.16,0.0,0.0,54.0,62.0,46.0,250.0,250.0,13.0,21.0,1.0,0.0,0.0,0.0,0.0,1.0,554,127.0,16.0
2018-02-16,516,407.9671,0.2112,2018.0,2.0,16.0,38.688,6.93,0.09,0.0,0.0,47.0,58.0,36.0,320.0,300.0,19.9,36.9,1.0,0.0,0.0,0.0,0.0,0.0,383,121.0,12.0
2018-02-17,319,958.6113,0.1693,2018.0,2.0,17.0,38.2947,4.47,0.52,4.4,0.0,34.0,40.0,28.0,170.0,310.0,15.0,21.0,1.0,0.0,0.0,0.0,0.0,1.0,243,65.0,11.0
2018-02-18,325,492.3908,0.1662,2018.0,2.0,18.0,38.6062,5.82,0.01,0.0,3.1,38.5,44.0,33.0,310.0,320.0,14.1,27.1,1.0,0.0,0.0,0.0,0.0,0.0,251,64.0,10.0
2018-02-19,380,403.6842,0.1579,2018.0,2.0,19.0,39.1395,4.25,0.04,0.0,0.0,42.5,49.0,36.0,160.0,190.0,12.1,18.1,1.0,0.0,0.0,0.0,0.0,0.0,302,69.0,9.0
2018-02-20,762,480.9829,0.168,2018.0,2.0,20.0,38.8688,6.04,0.0,0.0,0.0,57.0,67.0,47.0,260.0,260.0,15.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,602,144.0,16.0
2018-02-21,856,460.1682,0.1671,2018.0,2.0,21.0,38.9136,5.82,0.06,0.0,0.0,66.5,78.0,55.0,250.0,240.0,15.0,25.9,1.0,0.0,0.0,0.0,0.0,0.0,677,161.0,18.0
2018-02-22,527,869.2201,0.1499,2018.0,2.0,22.0,38.0683,8.28,0.17,0.0,0.0,48.0,59.0,37.0,50.0,10.0,16.1,23.0,1.0,0.0,0.0,0.0,0.0,0.0,424,91.0,12.0
2018-02-23,535,368.3159,0.1477,2018.0,2.0,23.0,39.114,6.26,0.06,0.0,0.0,39.0,42.0,36.0,250.0,260.0,14.1,21.0,1.0,0.0,0.0,0.0,0.0,0.0,428,93.0,14.0
2018-02-24,412,416.1092,0.2039,2018.0,2.0,24.0,38.5995,5.37,0.08,0.0,0.0,48.5,55.0,42.0,260.0,270.0,14.1,21.9,1.0,0.0,0.0,0.0,0.0,0.0,310,93.0,9.0
2018-02-25,265,474.5849,0.1358,2018.0,2.0,25.0,37.4189,6.26,0.73,0.0,0.0,42.0,44.0,40.0,50.0,60.0,16.1,23.9,1.0,0.0,0.0,0.0,0.0,0.0,213,44.0,8.0
2018-02-26,831,376.3598,0.1456,2018.0,2.0,26.0,38.8556,4.47,0.0,0.0,0.0,47.5,52.0,43.0,270.0,300.0,10.1,18.1,1.0,0.0,0.0,0.0,0.0,0.0,676,138.0,17.0
2018-02-27,855,410.8982,0.152,2018.0,2.0,27.0,39.262,4.47,0.0,0.0,0.0,47.5,56.0,39.0,240.0,250.0,14.1,21.9,0.0,0.0,0.0,0.0,0.0,0.0,689,148.0,18.0
2018-02-28,871,425.3203,0.1435,2018.0,2.0,28.0,38.9518,5.14,0.0,0.0,0.0,51.5,61.0,42.0,260.0,250.0,15.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,702,147.0,22.0
2018-03-01,792,384.5303,0.1528,2018.0,3.0,1.0,39.3535,5.14,0.38,0.0,0.0,52.0,60.0,44.0,70.0,60.0,13.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,635,139.0,18.0
2018-03-02,132,2483.5682,0.0909,2018.0,3.0,2.0,39.803,10.51,1.86,0.0,0.0,39.0,44.0,34.0,50.0,360.0,21.0,35.1,1.0,0.0,0.0,0.0,0.0,0.0,116,14.0,2.0
2018-03-03,407,625.914,0.1843,2018.0,3.0,3.0,38.9435,11.18,0.0,0.0,0.0,42.5,49.0,36.0,30.0,30.0,25.1,42.9,0.0,0.0,0.0,0.0,0.0,1.0,316,83.0,8.0
2018-03-04,375,508.9653,0.1893,2018.0,3.0,4.0,37.2347,9.62,0.0,0.0,0.0,39.0,44.0,34.0,20.0,10.0,21.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,266,90.0,19.0
2018-03-05,782,416.7673,0.1343,2018.0,3.0,5.0,39.1419,7.16,0.0,0.0,0.0,38.0,43.0,33.0,40.0,40.0,16.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,639,124.0,19.0
2018-03-06,730,404.2123,0.1575,2018.0,3.0,6.0,38.6726,4.7,0.0,0.0,0.0,39.5,47.0,32.0,160.0,170.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,585,130.0,15.0
2018-03-07,146,338.9932,0.0822,2018.0,3.0,7.0,39.5616,10.07,1.41,3.2,0.0,36.0,39.0,33.0,60.0,70.0,21.9,35.1,1.0,1.0,0.0,0.0,0.0,0.0,128,15.0,3.0
2018-03-08,300,560.62,0.1033,2018.0,3.0,8.0,38.8933,6.04,0.0,0.0,3.1,36.0,39.0,33.0,280.0,280.0,14.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,245,43.0,12.0
2018-03-09,521,386.7927,0.1267,2018.0,3.0,9.0,38.5988,7.83,0.0,0.0,2.0,36.0,42.0,30.0,270.0,260.0,17.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,425,81.0,15.0
2018-03-10,393,482.2723,0.1552,2018.0,3.0,10.0,38.3003,8.5,0.0,0.0,0.0,35.5,40.0,31.0,280.0,270.0,17.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,296,79.0,18.0
2018-03-11,360,464.7389,0.1528,2018.0,3.0,11.0,37.9444,5.37,0.0,0.0,0.0,38.5,45.0,32.0,310.0,310.0,13.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,263,76.0,21.0
2018-03-12,718,395.5348,0.1602,2018.0,3.0,12.0,39.1643,8.5,0.08,0.0,0.0,37.5,43.0,32.0,70.0,50.0,17.0,23.9,1.0,0.0,0.0,0.0,0.0,0.0,579,127.0,12.0
2018-03-13,498,365.249,0.1325,2018.0,3.0,13.0,38.8514,8.5,0.28,0.0,0.0,36.5,40.0,33.0,290.0,280.0,16.1,28.0,1.0,0.0,0.0,0.0,0.0,0.0,418,73.0,7.0
2018-03-14,731,390.368,0.1204,2018.0,3.0,14.0,39.5759,10.96,0.01,0.0,0.0,36.0,41.0,31.0,260.0,250.0,19.9,31.1,1.0,0.0,0.0,0.0,0.0,0.0,607,106.0,18.0
2018-03-15,691,564.4906,0.152,2018.0,3.0,15.0,38.7713,10.07,0.0,0.0,0.0,40.0,48.0,32.0,250.0,280.0,17.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,564,116.0,11.0
2018-03-16,639,348.0188,0.1236,2018.0,3.0,16.0,38.7825,9.84,0.0,0.0,0.0,35.0,40.0,30.0,280.0,280.0,19.9,42.1,0.0,0.0,0.0,0.0,0.0,0.0,528,95.0,16.0
2018-03-17,417,505.952,0.2014,2018.0,3.0,17.0,36.3741,7.61,0.0,0.0,0.0,37.5,48.0,27.0,280.0,280.0,17.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,305,98.0,14.0
2018-03-18,363,483.686,0.1653,2018.0,3.0,18.0,38.168,6.26,0.0,0.0,0.0,35.5,43.0,28.0,310.0,310.0,16.1,25.9,0.0,0.0,0.0,0.0,0.0,0.0,273,75.0,15.0
2018-03-19,736,371.8505,0.1644,2018.0,3.0,19.0,38.2568,5.82,0.0,0.0,0.0,40.0,47.0,33.0,50.0,20.0,13.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,571,143.0,22.0
2018-03-20,733,371.3643,0.1528,2018.0,3.0,20.0,38.0873,8.95,0.0,0.0,0.0,34.5,39.0,30.0,70.0,60.0,16.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,583,131.0,19.0
2018-03-21,92,669.2283,0.1413,2018.0,3.0,21.0,39.6848,10.74,0.99,8.2,0.0,35.0,39.0,31.0,50.0,60.0,21.9,33.1,1.0,1.0,0.0,0.0,0.0,0.0,79,13.0,0.0
2018-03-22,126,427.2937,0.1587,2018.0,3.0,22.0,39.0556,6.71,0.06,0.2,7.9,41.0,50.0,32.0,310.0,320.0,14.1,23.0,1.0,0.0,0.0,0.0,0.0,1.0,102,22.0,2.0
2018-03-23,689,379.8171,0.1626,2018.0,3.0,23.0,38.9202,5.59,0.0,0.0,1.2,42.0,49.0,35.0,20.0,350.0,14.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,539,131.0,19.0
2018-03-24,535,462.8486,0.2075,2018.0,3.0,24.0,37.5215,6.04,0.0,0.0,0.0,43.0,51.0,35.0,40.0,10.0,12.1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,392,127.0,16.0
2018-03-25,407,426.086,0.199,2018.0,3.0,25.0,36.1671,8.28,0.0,0.0,0.0,39.0,45.0,33.0,70.0,50.0,19.9,29.1,0.0,0.0,0.0,0.0,0.0,0.0,306,91.0,10.0
2018-03-26,810,477.9099,0.1605,2018.0,3.0,26.0,38.7025,5.82,0.0,0.0,0.0,42.0,50.0,34.0,50.0,60.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,644,148.0,18.0
2018-03-27,766,386.7937,0.1723,2018.0,3.0,27.0,38.6423,3.36,0.01,0.0,0.0,40.5,47.0,34.0,50.0,60.0,10.1,14.1,1.0,0.0,0.0,0.0,0.0,0.0,596,151.0,19.0
2018-03-28,797,396.7992,0.1581,2018.0,3.0,28.0,38.7553,4.03,0.03,0.0,0.0,45.0,52.0,38.0,240.0,250.0,12.1,17.0,1.0,0.0,0.0,0.0,0.0,0.0,623,150.0,24.0
2018-03-29,825,376.6182,0.1479,2018.0,3.0,29.0,38.2994,2.91,0.03,0.0,0.0,51.0,53.0,49.0,150.0,160.0,8.9,16.1,1.0,0.0,0.0,0.0,0.0,1.0,655,146.0,24.0
2018-03-30,600,404.625,0.16,2018.0,3.0,30.0,38.04,4.03,0.03,0.0,0.0,53.0,62.0,44.0,300.0,290.0,15.0,23.9,1.0,0.0,0.0,0.0,0.0,1.0,474,111.0,15.0
2018-03-31,562,1196.4502,0.1673,2018.0,3.0,31.0,38.089,6.49,0.0,0.0,0.0,48.5,58.0,39.0,170.0,300.0,16.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,418,119.0,25.0
2018-04-01,424,572.6745,0.217,2018.0,4.0,1.0,36.7288,6.71,0.0,0.0,0.0,51.5,60.0,43.0,250.0,180.0,14.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,314,101.0,9.0
2018-04-02,387,392.0026,0.1525,2018.0,4.0,2.0,39.7442,5.82,0.59,5.5,5.1,38.0,43.0,33.0,20.0,10.0,16.1,21.9,1.0,1.0,0.0,0.0,0.0,0.0,312,67.0,8.0
2018-04-03,560,455.6482,0.1286,2018.0,4.0,3.0,38.25,4.7,0.26,0.0,0.0,41.0,43.0,39.0,60.0,60.0,12.1,16.1,1.0,0.0,0.0,0.0,0.0,1.0,462,85.0,13.0
2018-04-04,685,498.7898,0.1664,2018.0,4.0,4.0,39.2715,8.5,0.04,0.0,0.0,48.0,56.0,40.0,280.0,260.0,21.9,42.1,1.0,0.0,0.0,0.0,0.0,1.0,541,129.0,15.0
2018-04-05,761,636.7201,0.1695,2018.0,4.0,5.0,38.7175,8.72,0.0,0.0,0.0,39.5,45.0,34.0,280.0,270.0,19.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,598,146.0,17.0
2018-04-06,625,377.264,0.1536,2018.0,4.0,6.0,37.6928,4.92,0.11,0.0,0.0,49.5,62.0,37.0,250.0,250.0,15.0,27.1,1.0,0.0,0.0,0.0,0.0,0.0,499,111.0,15.0
2018-04-07,539,460.295,0.1596,2018.0,4.0,7.0,37.7291,7.38,0.0,0.0,0.0,43.0,49.0,37.0,300.0,290.0,16.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,413,106.0,20.0
2018-04-08,464,525.4892,0.1487,2018.0,4.0,8.0,37.8168,8.5,0.0,0.0,0.0,39.0,46.0,32.0,290.0,290.0,18.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,333,100.0,31.0
2018-04-09,801,388.7141,0.1561,2018.0,4.0,9.0,38.8777,5.37,0.0,0.0,0.0,40.5,49.0,32.0,310.0,310.0,14.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,634,146.0,21.0
2018-04-10,855,401.3006,0.1544,2018.0,4.0,10.0,38.145,4.92,0.01,0.0,0.0,44.5,51.0,38.0,10.0,320.0,12.1,19.9,1.0,0.0,0.0,0.0,0.0,1.0,679,154.0,22.0
2018-04-11,876,391.3938,0.1963,2018.0,4.0,11.0,38.3801,3.8,0.0,0.0,0.0,44.0,51.0,37.0,170.0,180.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,672,188.0,16.0
2018-04-12,955,405.0618,0.1571,2018.0,4.0,12.0,38.7969,5.59,0.0,0.0,0.0,54.5,63.0,46.0,250.0,260.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,763,171.0,21.0
2018-04-13,989,470.2194,0.1941,2018.0,4.0,13.0,38.1304,5.59,0.0,0.0,0.0,71.0,82.0,60.0,250.0,250.0,18.1,31.1,0.0,0.0,0.0,0.0,0.0,0.0,761,210.0,18.0
2018-04-14,833,1002.3205,0.2293,2018.0,4.0,14.0,37.0168,7.38,0.0,0.0,0.0,60.5,77.0,44.0,60.0,60.0,21.0,27.1,1.0,0.0,0.0,0.0,0.0,1.0,576,224.0,33.0
2018-04-15,335,401.2448,0.206,2018.0,4.0,15.0,37.0149,12.3,0.47,0.0,0.0,41.0,44.0,38.0,70.0,100.0,21.9,32.0,1.0,0.0,0.0,0.0,0.0,1.0,250,77.0,8.0
2018-04-16,467,477.0899,0.1478,2018.0,4.0,16.0,37.7473,11.41,2.82,0.0,0.0,49.5,60.0,39.0,60.0,50.0,28.0,44.1,1.0,0.0,1.0,0.0,0.0,0.0,374,81.0,12.0
